0,10,78.889,9,10,6.93E-09,2.02E-09,,1,,
4,40,47.222,9,10,6.93E-09,1.63E-08,,1,,
10,40,100,11,10,6.93E-09,-8.95E-09,,-1,,
2,45,47.222,9,10,6.94E-09,1.67E-08,,1,,
10,35,89.444,11,10,6.94E-09,-9.26E-09,,-1,,
10,25,68.333,11,10,6.95E-09,-1.02E-08,,-1,,
8,50,36.667,11,10,6.96E-09,-1.86E-08,,-1,,
8,50,89.444,9,10,6.97E-09,8.71E-09,,1,,
0,10,5,11,10,6.98E-09,-2.81E-09,,-1,,
2,45,57.778,9,10,7.00E-09,1.49E-08,,1,,
8,5,15.556,9,10,7.00E-09,6.13E-09,,1,,
8,5,47.222,5,15,7.03E-09,8.14E-08,,10,,
8,40,57.778,7,10,7.03E-09,3.91E-08,,3,,
6,35,47.222,9,10,7.04E-09,1.56E-08,,1,,
0,10,5,9,10,7.06E-09,2.74E-09,,1,,
8,5,15.556,11,10,7.06E-09,-6.51E-09,,-1,,
0,50,57.778,9,10,7.06E-09,1.51E-08,,1,,
4,40,57.778,11,10,7.06E-09,-1.58E-08,,-1,,
8,35,78.889,9,10,7.07E-09,9.67E-09,,1,,
0,10,89.444,11,10,7.08E-09,-7.55E-10,,-1,,
10,50,5,9,10,7.09E-09,1.04E-08,,1,,
0,15,47.222,11,10,7.11E-09,-9.48E-09,,-1,,
8,45,89.444,9,10,7.11E-09,8.89E-09,,1,,
4,5,47.222,7,10,7.13E-09,2.15E-08,,3,,
10,35,68.333,7,10,7.14E-09,3.15E-08,,3,,
0,10,47.222,9,15,7.14E-09,5.66E-08,,6,,
6,10,36.667,11,10,7.16E-09,-1.02E-08,,-1,,
10,40,36.667,11,10,7.16E-09,-1.85E-08,,-1,,
10,35,57.778,3,10,7.17E-09,6.82E-08,,7,,
10,10,100,9,45,7.18E-09,2.46E-07,,36,,
10,5,47.222,1,10,7.18E-09,4.30E-08,,9,,
10,45,5,9,10,7.20E-09,1.06E-08,,1,,
2,15,100,9,45,7.20E-09,2.47E-07,,36,,
0,10,89.444,9,10,7.20E-09,6.95E-10,,1,,
8,10,36.667,9,10,7.21E-09,9.51E-09,,1,,
10,15,47.222,9,10,7.21E-09,9.89E-09,,1,,
0,50,57.778,11,10,7.22E-09,-1.64E-08,,-1,,
2,10,78.889,9,30,7.22E-09,1.31E-07,,21,,
8,45,36.667,11,10,7.23E-09,-1.87E-08,,-1,,
0,50,47.222,11,10,7.23E-09,-1.84E-08,,-1,,
10,50,57.778,1,15,7.24E-09,1.64E-07,,14,,
10,20,57.778,11,10,7.24E-09,-1.07E-08,,-1,,
6,50,36.667,9,10,7.27E-09,1.73E-08,,1,,
4,50,68.333,9,10,7.28E-09,1.26E-08,,1,,
2,45,57.778,11,10,7.28E-09,-1.62E-08,,-1,,
0,15,47.222,9,10,7.32E-09,8.82E-09,,1,,
0,5,100,7,10,7.32E-09,-1.21E-09,,3,,
8,50,89.444,11,10,7.35E-09,-9.72E-09,,-1,,
8,30,47.222,9,10,7.35E-09,1.46E-08,,1,,
0,10,100,11,10,7.35E-09,-7.37E-11,,-1,,
0,5,89.444,7,10,7.36E-09,2.00E-10,,3,,
10,35,100,9,10,7.37E-09,7.79E-09,,1,,
10,5,15.556,9,10,7.39E-09,6.14E-09,,1,,
10,10,36.667,9,10,7.40E-09,9.57E-09,,1,,
2,10,68.333,11,10,7.40E-09,-4.67E-09,,-1,,
10,50,5,11,10,7.40E-09,-1.14E-08,,-1,,
4,50,68.333,11,10,7.41E-09,-1.39E-08,,-1,,
0,10,100,9,10,7.41E-09,1.28E-10,,1,,
8,40,36.667,9,10,7.41E-09,1.71E-08,,1,,
6,50,78.889,9,10,7.43E-09,1.03E-08,,1,,
6,35,68.333,9,10,7.44E-09,1.15E-08,,1,,
10,50,57.778,3,15,7.44E-09,1.58E-07,,12,,
10,5,15.556,11,10,7.45E-09,-6.57E-09,,-1,,
4,45,68.333,9,10,7.47E-09,1.27E-08,,1,,
2,45,47.222,11,10,7.50E-09,-1.82E-08,,-1,,
0,10,15.556,9,10,7.50E-09,6.26E-09,,1,,
0,10,15.556,11,10,7.52E-09,-6.57E-09,,-1,,
8,30,68.333,11,10,7.52E-09,-1.15E-08,,-1,,
8,45,89.444,11,10,7.52E-09,-9.89E-09,,-1,,
0,5,5,7,10,7.55E-09,6.13E-09,,3,,
10,45,5,11,10,7.55E-09,-1.16E-08,,-1,,
4,5,47.222,11,15,7.55E-09,3.89E-08,,4,,
8,40,89.444,9,10,7.57E-09,8.86E-09,,1,,
10,40,5,9,10,7.57E-09,1.07E-08,,1,,
8,10,36.667,11,10,7.58E-09,-1.04E-08,,-1,,
10,35,57.778,1,10,7.58E-09,7.43E-08,,9,,
6,45,78.889,9,10,7.59E-09,1.05E-08,,1,,
8,35,78.889,11,10,7.59E-09,-1.07E-08,,-1,,
6,45,36.667,9,10,7.60E-09,1.74E-08,,1,,
10,5,57.778,11,20,7.60E-09,8.39E-08,,9,,
8,5,57.778,11,15,7.61E-09,3.17E-08,,4,,
0,45,57.778,9,10,7.61E-09,1.48E-08,,1,,
0,45,47.222,9,10,7.62E-09,1.66E-08,,1,,
10,25,47.222,9,10,7.63E-09,1.33E-08,,1,,
4,40,47.222,11,10,7.65E-09,-1.77E-08,,-1,,
8,25,57.778,9,10,7.67E-09,1.11E-08,,1,,
4,45,68.333,11,10,7.67E-09,-1.39E-08,,-1,,
10,15,47.222,11,10,7.68E-09,-1.09E-08,,-1,,
8,10,68.333,9,10,7.69E-09,4.63E-09,,1,,
6,50,78.889,11,10,7.70E-09,-1.15E-08,,-1,,
8,10,68.333,11,10,7.70E-09,-5.18E-09,,-1,,
8,50,100,9,10,7.73E-09,8.14E-09,,1,,
10,10,36.667,11,10,7.73E-09,-1.05E-08,,-1,,
2,10,26.111,9,10,7.74E-09,8.63E-09,,1,,
8,5,36.667,7,10,7.75E-09,2.40E-08,,3,,
6,50,36.667,11,10,7.77E-09,-1.89E-08,,-1,,
10,35,36.667,9,10,7.78E-09,1.66E-08,,1,,
10,20,68.333,9,10,7.80E-09,7.45E-09,,1,,
2,10,68.333,9,10,7.80E-09,4.29E-09,,1,,
10,15,68.333,9,10,7.87E-09,5.82E-09,,1,,
8,15,57.778,9,10,7.88E-09,7.82E-09,,1,,
8,45,100,9,10,7.88E-09,8.32E-09,,1,,
6,35,47.222,11,10,7.88E-09,-1.69E-08,,-1,,
10,50,57.778,5,15,7.89E-09,1.46E-07,,10,,
10,50,68.333,11,15,7.90E-09,6.48E-08,,4,,
6,45,78.889,11,10,7.90E-09,-1.16E-08,,-1,,
2,10,26.111,11,10,7.91E-09,-9.21E-09,,-1,,
10,45,57.778,11,15,7.94E-09,7.58E-08,,4,,
8,40,36.667,11,10,7.95E-09,-1.87E-08,,-1,,
0,45,57.778,11,10,7.97E-09,-1.61E-08,,-1,,
2,40,57.778,9,10,7.98E-09,1.43E-08,,1,,
8,15,47.222,9,10,7.99E-09,9.64E-09,,1,,
