0,110,11,10,1.43E-10,4.43E-08
0,110,9,10,1.96E-10,-4.42E-08
8,30,9,10,3.51E-10,-1.88E-08
4,110,9,10,3.99E-10,-4.47E-08
8,30,7,10,4.42E-10,-5.64E-08
16,10,9,10,4.63E-10,-4.48E-09
0,50,11,10,5.29E-10,4.41E-08
4,110,11,10,6.00E-10,4.47E-08
8,30,11,10,6.01E-10,1.89E-08
4,110,5,10,6.34E-10,-2.24E-07
16,50,9,10,6.94E-10,-2.07E-08
20,10,11,10,6.99E-10,3.94E-09
0,110,7,10,7.11E-10,-1.32E-07
4,110,7,10,7.15E-10,-1.34E-07
4,110,3,10,7.15E-10,-3.13E-07
0,50,9,10,7.44E-10,-4.52E-08
20,30,9,10,8.16E-10,-9.85E-09
12,30,9,10,8.22E-10,-1.52E-08
16,10,11,10,9.01E-10,5.04E-09
12,30,11,10,9.83E-10,1.54E-08
16,30,9,10,9.90E-10,-1.25E-08
0,90,9,10,9.96E-10,-5.03E-08
12,50,7,10,1.01E-09,-7.54E-08
20,50,9,10,1.10E-09,-1.82E-08
20,10,9,10,1.19E-09,-3.21E-09
0,90,11,10,1.21E-09,5.00E-08
20,30,11,10,1.22E-09,1.06E-08
4,70,11,10,1.22E-09,4.53E-08
16,50,11,10,1.28E-09,2.00E-08
20,70,11,10,1.29E-09,2.39E-08
4,110,1,10,1.32E-09,-4.02E-07
0,70,9,34,1.33E-09,-2.17E-07
0,110,5,10,1.34E-09,-2.20E-07
16,30,11,10,1.37E-09,1.29E-08
8,30,5,10,1.40E-09,-9.40E-08
20,50,11,10,1.42E-09,1.75E-08
12,50,9,10,1.52E-09,-2.47E-08
12,10,9,10,1.56E-09,-5.46E-09
0,50,1,18,1.60E-09,-3.49E-07
4,30,3,10,1.60E-09,-1.69E-07
0,10,11,10,1.66E-09,1.10E-08
20,70,9,10,1.67E-09,-2.48E-08
0,10,9,10,1.71E-09,-1.10E-08
16,70,9,10,1.71E-09,-2.84E-08
4,10,1,10,1.86E-09,-7.20E-08
16,30,7,10,1.89E-09,-3.62E-08
4,70,9,10,1.90E-09,-4.63E-08
20,30,7,10,1.95E-09,-2.74E-08
8,70,11,10,1.95E-09,3.95E-08
12,30,7,10,1.96E-09,-4.54E-08
12,10,7,10,1.99E-09,-1.54E-08
0,10,1,10,1.99E-09,-9.68E-08
4,30,9,10,2.00E-09,-2.42E-08
0,70,7,34,2.01E-09,-2.34E-07
0,70,11,10,2.03E-09,5.02E-08
4,50,9,10,2.03E-09,-3.81E-08
0,110,3,10,2.04E-09,-3.07E-07
16,70,11,10,2.07E-09,2.79E-08
4,50,11,10,2.14E-09,3.75E-08
0,70,9,10,2.29E-09,-5.13E-08
8,10,3,10,2.29E-09,-4.30E-08
0,90,7,10,2.40E-09,-1.52E-07
8,70,9,10,2.41E-09,-4.00E-08
4,30,11,10,2.43E-09,2.41E-08
12,10,5,10,2.44E-09,-2.40E-08
16,10,7,10,2.45E-09,-1.17E-08
12,10,11,10,2.45E-09,5.77E-09
4,10,9,10,2.50E-09,-8.04E-09
12,30,5,10,2.54E-09,-7.50E-08
8,10,9,10,2.59E-09,-6.37E-09
8,110,9,10,2.60E-09,-4.37E-08
16,50,7,10,2.68E-09,-6.41E-08
12,50,11,10,2.71E-09,2.43E-08
16,30,5,10,2.75E-09,-5.86E-08
20,50,7,10,2.77E-09,-5.64E-08
0,110,1,10,2.78E-09,-3.94E-07
